Cluster 0:Cartoon                        Character  Cluster
    617                                                                                         devil with a trident       11
    752                                                                    anthropomorphic book with a face and legs       11
    752                                                       anthropomorphic book with a face and legs walking away       11
    271                                                                                      anthropomorphized cloud       11
    158                                                                                         buried heads in sand       11
    123                                                                                        anthropomorphized cow       11
    123                                                                                      anthropomorphized bison       11
      6                                                                                   anthropomorphic number six       11
    421                                                                                 anthropomorphic rhinoceroses       11
    134                                                                                          sleeping smartphone       11
    319                                                                                             two-headed snake       11
    732                                                                                         witness (teddy bear)       11
    620                                                                                                 earth piñata       11
     40                                                                                                      snowman       11
    180                                                                                  person wearing a skull mask       11
    207                                                                                     patient with a long tail       11
     76                                                                                                      snowman       11
    102                                                                                                 humanoid dog       11
    682                                                                                             animated cookies       11
    378                                                                                     rabbit in pirate costume       11
    397                                                                                     personification of death       11
     34                                                                                     person in a bear costume       11
      8                                                                                          miniaturized person       11
    134                                                                                               sleeping robot       11
     18                                                                        there are no characters in this image       11
     38                                                                                                  dancing dog       11
     79                                                                                                    robot dog       11
    418                                                                                        anthropomorphic couch       11
    623                                                                                                elephant kite       11
     14                                                                                                    mannequin       11
    659                                                                                        blender-headed figure       11
    120                                                                                        anthropomorphic mouse       11
    618                                                                                                antelope head       11
    618                                                                                                 unicorn head       11
    618                                                                                              rhinoceros head       11
    531                                                                                      giraffe sitting on sofa       11
    531                                                                                             giraffe standing       11
    546                                                                                          dolphin-shaped tree       11
    546                                                                                        dolphin-shaped island       11
    116                                                                                               cartoon editor       11
     19                                                                                              dog with tablet       11
    383                                                                                                       statue       11
     38                                                                                                  dancing dog       11
    422                                                                                              pile of objects       11
    588                                                                                                      statues       11
     79                                                                                                  small robot       11
    418                                                                                         anthropomorphic sofa       11
    623                                                                                  flying elephant-shaped kite       11
     14                                                                                            animal-headed man       11
    320                                                                        there are no characters in this image       11
    233                                                                                    animals dressed as humans       11
    730                                                                                        anthropomorphic mouse       11
    659                                                                                           blender-headed man       11
    209                                                                              walking man with a rooster head       11
    120                                                                                        anthropomorphic mouse       11
    531                                                                                   giraffe sitting on a couch       11
    531                                                                                             giraffe standing       11
    546                                                                                         dolphin-shaped trees       11
    116                                                                                             alien cartoonist       11
    383                                                                                          person in a costume       11
    655 there are no characters in this image; it features a large globe with an emphasis on north and south america       11
    655                                                 and two empty podiums with microphones in front of the globe       11
    655               suggesting a setting for a debate or a speech. it is a hand-drawn black-and-white illustration       11
    182                                                                                     two anthropomorphic cats       11
    672                                                                    anthropomorphic animal in business attire       11
     45                                                                                               floating heads       11
    234                                                                                               horse skeleton       11
    594                                                                                        anthropomorphic trees       11
    255                                                                                                   coat stand       11
    691                                                                                                      snowmen       11
    146                                                                                                 stick figure       11
    687                                                                                       anthropomorphic figure       11
    628                                                                                         anthropomorphic fish       11
    468                                                                        there are no characters in this image       11
    468                          only an illustration of a car with inanimate objects on it and snowflakes around it       11
    741                                                                                                 smiling face       11
    595                                                                                                      snowman       11
    595                                                                                                    mannequin       11
    429                                                                                                 small figure       11
    632                                                                                             matryoshka dolls       11
    331                                                                        there are no characters in this image       11
    331                                                                only a depiction of a flying saucer and a car       11
    736                                                                                  dinosaur with propeller hat       11
    130                                                                                                      snowman       11
     87                                                                                       person in a tree stump       11

Cluster 12:Cartoon                       Character  Cluster
     51                           judge       12
     51                       defendant       12
    580                           guard       12
     11                 baseball player       12
     11                          umpire       12
    729                           guard       12
    494                football players       12
    420             table tennis player       12
    122                           judge       12
    572           person holding a ball       12
    732                           judge       12
    620       angel with a baseball bat       12
     37                           judge       12
     37                  court reporter       12
     37                       defendant       12
    440      baseball player with a hat       12
    440   baseball player holding a bat       12
    440 baseball player holding a glove       12
    397      baseball player with a bat       12
    397                 baseball player       12
    397    baseball player with a glove       12
    397                 baseball umpire       12
    479                         catcher       12
    479                 baseball batter       12
    711                         catcher       12
    711                          batter       12
    711                          umpire       12
    711                         pitcher       12
    547                 baseball player       12
    547                         catcher       12
    547                          umpire       12
    199                           judge       12
    199                           juror       12
    662                       officiant       12
    547                 baseball player       12
    199                           judge       12
    199                  accused person       12
    199                  court reporter       12
    662                       officiant       12
    625                 baseball player       12
    625                          umpire       12
    275                           judge       12
    275                   court officer       12
    275                       defendant       12
    664                           judge       12
    147                           judge       12
    147         courtroom sketch artist       12
     64                athlete with bat       12
     64               referee or umpire       12
     64                athlete on bench       12
    235                      contestant       12
     13                 football helmet       12
    258                       officiant       12

Cluster 13:Cartoon                Character  Cluster
    723           sound engineer       13
    689           police officer       13
    148                   wizard       13
    148     native tribal person       13
    148           police officer       13
     10                    clown       13
    627                   waiter       13
    365                  mobster       13
    365                detective       13
    365                  sheriff       13
    365       motorcycle officer       13
    559                   sailor       13
     51                   lawyer       13
    719              salesperson       13
    430                  matador       13
     84                  janitor       13
    471                fisherman       13
    164              firefighter       13
    406                  plumber       13
    390                 musician       13
    514                   cowboy       13
    514                   cowboy       13
    386             veterinarian       13
    596                   cowboy       13
    345         medical examiner       13
    715                bartender       13
    703                   waiter       13
    187                    thief       13
    168                   waiter       13
     30                detective       13
    754              firefighter       13
    240                   dancer       13
    240    musician with cymbals       13
    240     musician with violin       13
    186         religious leader       13
    702                   barber       13
    581         religious figure       13
     89               lion tamer       13
    578                   waiter       13
    606                astronaut       13
    738            groundskeeper       13
    104           police officer       13
    554                bartender       13
    554                    clown       13
    165         military officer       13
    165                  soldier       13
      1                scientist       13
    173                  janitor       13
    364                detective       13
    221                  workman       13
    221                 musician       13
    149                astronaut       13
    688         military officer       13
    372            office worker       13
    115                bartender       13
    512             delivery boy       13
    416             psychologist       13
    197                astronaut       13
    178                bartender       13
    314                bartender       13
    314                   cowboy       13
    656                 musician       13
    343            roman soldier       13
    713           police officer       13
    586           vacuum cleaner       13
    181            archaeologist       13
    181      construction worker       13
    494            psychoanalyst       13
    247          delivery person       13
    322                   cowboy       13
    637            groundskeeper       13
    363                 employee       13
    363                secretary       13
    318            office worker       13
    318            office worker       13
    436            office worker       13
    573       medical technician       13
    533                scientist       13
    421                  barista       13
    122           police officer       13
    175       futuristic soldier       13
    749                 magician       13
     56                scientist       13
    732                   lawyer       13
    636      construction worker       13
    636                   sailor       13
    548           police officer       13
    724                   author       13
    616            office worker       13
     37                 attorney       13
    211                astronaut       13
    704                   waiter       13
     99                   cowboy       13
    196                scientist       13
    694                 musician       13
    339                superhero       13
    615                fisherman       13
    615                fisherman       13
    479               politician       13
     63                   dancer       13
    654                   waiter       13
    592            office worker       13
    603            office worker       13
    480                   cowboy       13
    228                  sheriff       13
    697                astronaut       13
    414                 salesman       13
    443      construction worker       13
    506              executioner       13
    140  musician with a trumpet       13
    140 musician with a trombone       13
    140     musician with a tuba       13
    140     musician with a drum       13
     38                guitarist       13
    160        real estate agent       13
    567              news anchor       13
    588                 gardener       13
    121           police officer       13
    121         security officer       13
    571                   sailor       13
    571                   waiter       13
    199                   lawyer       13
    265                 mechanic       13
     43                    clown       13
    662                groomsman       13
    232             chess player       13
    675                astronaut       13
    730          human scientist       13
    527                astronaut       13
    527              firefighter       13
    209                bartender       13
      5             receptionist       13
    589                   waiter       13
    395                homeowner       13
    638                 inventor       13
    415                superhero       13
    229                 lecturer       13
    696                   cowboy       13
    506              executioner       13
    510             photographer       13
     38            guitar player       13
    160        real estate agent       13
    530              executioner       13
    475         limousine driver       13
    567         newscaster on tv       13
    588                   artist       13
    121           police officer       13
    121           factory worker       13
    199                   lawyer       13
    199          police officers       13
    265                 mechanic       13
     43                    clown       13
    398                homeowner       13
    662                groomsman       13
    675                astronaut       13
    527                astronaut       13
    527              firefighter       13
    209                bartender       13
      5             receptionist       13
    589                   waiter       13
    638                 inventor       13
    415                superhero       13
    696                   cowboy       13
    252                detective       13
    710                 musician       13
    643                  pianist       13
    643                    boxer       13
    614                  pianist       13
     69                astronaut       13
     86     construction workers       13
    648                 magician       13
    127                fisherman       13
    388         anesthesiologist       13
    388        medical assistant       13
    275                   lawyer       13
    760             receptionist       13
    760                  janitor       13
    408                superhero       13
    664                   lawyer       13
    664                 magician       13
    234                   cowboy       13
    613                scientist       13
    351                 shepherd       13
    255                counselor       13
    469                   cowboy       13
    412                    clown       13
    445             car salesman       13
    500                   cowboy       13
    392        yoga practitioner       13
     49                bartender       13
    405                  butcher       13
    452       marriage counselor       13
    147                   lawyer       13
    444                fisherman       13
    501                   sailor       13
    628                bartender       13
    106                scientist       13
    385           police officer       13
    690                astronaut       13
    487                bartender       13
     25                astronaut       13
    346               politician       13
    583             receptionist       13
    700               pharmacist       13
    184                bartender       13
    612                detective       13
    612      construction worker       13
    612           police officer       13
    370                socialite       13
    409                 magician       13
     44                  soldier       13
     44                astronaut       13
    274                bartender       13
    366                   barber       13
    366                   barber       13
    608                   singer       13
    608                 organist       13
     29                scientist       13
    171                 salesman       13
    464     magician's assistant       13
    464                 magician       13
    126                    clown       13
     91           police officer       13
     68                 mechanic       13
     68      construction worker       13
      3         hotline operator       13
     87            office worker       13
    537           police officer       13
    188                  pianist       13

Cluster 14:Cartoon                             Character  Cluster
    324           businessman with ram's head       14
    631                          sleeping man       14
    518                        man in sandbox       14
    518                    man with clipboard       14
    735                         man in tuxedo       14
    125                           man in suit       14
     84                            winged man       14
    563                man running on a wheel       14
    758                       man with beanie       14
    758                      person on stairs       14
    685                             man hiker       14
    502               man's face on billboard       14
    607                       man in mourning       14
    646                            male hiker       14
    216                            man in bed       14
     31                     man wiping window       14
    581                       hand with a pen       14
     66                 man reading newspaper       14
    743            man with a lion reflection       14
    387 person with a paper bag on their head       14
    391                       man in a window       14
    542          gentleman with hands clasped       14
    427                    blindfolded person       14
     93          person in a business meeting       14
     93          person in a business meeting       14
     50                 man reading newspaper       14
    734                       man in a shower       14
    734                     man with a fedora       14
     11                    man with briefcase       14
     11                   man with cowboy hat       14
    260                     person with a hat       14
    260                    person with a coat       14
    260                 person with a sweater       14
    630                   man with sunglasses       14
    683                         person waving       14
    683                       person standing       14
    512                           man sitting       14
    292                          man grilling       14
    292                          man drinking       14
    416                       man with arrows       14
    482      man with glasses holding a drink       14
    482                         man listening       14
    482                   man holding a drink       14
     20                      man with a drink       14
     20    man with a drink in the background       14
     98                   man using telescope       14
     98                  man standing by door       14
     16                 man with hat and cane       14
     16                      man with glasses       14
     16                          man with hat       14
     16                       man holding hat       14
     16                          man in front       14
     16                      man with bow tie       14
     16                      man looking back       14
    508                 man with arms crossed       14
    508               man holding a clipboard       14
    699               man lying on upper bunk       14
    699               man lying on lower bunk       14
    699               boy sitting on recliner       14
    226                          male patient       14
    565   man with smoke coming from his head       14
    135                 man in suit with bomb       14
    135                           man in suit       14
    135                  man in casual attire       14
    162                          man with dog       14
    162                        man with plant       14
    163                         man at podium       14
     83                           man sitting       14
    572                     person with a hat       14
    572                       standing person       14
    572                person with a backpack       14
    525                           man walking       14
    525             man pushing baby stroller       14
    525                   man with peaked cap       14
    525                        man in tractor       14
    698                        man with a hat       14
    698                      man with a crown       14
    698             man peering into a window       14
    266         construction worker on ladder       14
    266          construction worker standing       14
    266         construction worker crouching       14
    724                            casual man       14
    180                        person sitting       14
    180                 person drinking water       14
    641                  man sitting on couch       14
    354                  man dressed as plant       14
    568               man with bucket on head       14
    568                     man in background       14
    591                        man in bathtub       14
    591                       man in armchair       14
    745                      man with glasses       14
    745                   man with binoculars       14
    529                        levitating man       14
    381                    man pushing a rock       14
    381                           man guiding       14
    417                        man in vehicle       14
    401                           man reading       14
    401                    three men cheering       14
    496                       man with a hose       14
    707             person carrying the world       14
    357                           man in suit       14
    212                   man in rocket chair       14
    212                           man on sofa       14
    253                       cowboy standing       14
    480                    man with a top hat       14
    480             standing cowboy with vest       14
    480          cowboy with arm around woman       14
    480              man in top hat with cane       14
    480                           man walking       14
    567                  man holding a camera       14
    658                 gamer with headphones       14
    658          person sitting at a computer       14
    658      person crouching with headphones       14
    199                      man with glasses       14
    199             man in uniform with badge       14
    199        man in swim trunks and goggles       14
    199           man in uniform with glasses       14
    361                 man with crossed arms       14
    361                        man presenting       14
    361                          man watching       14
    623               man holding kite string       14
    623                  man in captain's hat       14
    623                   man with peaked cap       14
    336                      person on screen       14
    232                      man with headset       14
    232                           man in suit       14
    232                      person on laptop       14
    727                             first man       14
    727                            second man       14
    377                         man in a robe       14
    663                              tiny man       14
    209                 man with rooster head       14
    566                        man with a hat       14
    423                        man in bathtub       14
    618                        man in sweater       14
    618                           man in suit       14
     39            shirtless man with a drink       14
     39                           focused man       14
     19                    man with newspaper       14
    415                 man reading newspaper       14
    383                   pedestrian with bag       14
    194                          crawling man       14
    747                    person upside down       14
    506                person in a guillotine       14
    455                man with laser pointer       14
    510                     person lying down       14
    510                        person sitting       14
    681              man with life preservers       14
    402                        man with spear       14
    619                           man in suit       14
    619                           man in suit       14
    567                     man holding a jar       14
    571                man sitting at counter       14
    571                          man with cap       14
    571               man standing at counter       14
    571             two men in the background       14
    434                        man with spear       14
    658                 gamer with headphones       14
    658                    person at computer       14
    658   person in office chair with headset       14
    658         frustrated person at computer       14
    361        man standing with arms crossed       14
    361         man sitting with folded hands       14
    361            man standing and gesturing       14
    623                          man with cap       14
    623                    man in casual wear       14
    623                          man with hat       14
    336               person in undergarments       14
    232                   man with headphones       14
    232                 man reading newspaper       14
    232                     man playing chess       14
    232                   person using laptop       14
    727                            man in tie       14
    377                       man in bathrobe       14
    663                              tiny man       14
    622                          man grilling       14
    177                      man with sweater       14
    198                 man in a potted plant       14
    566                    man with a top hat       14
    423                     person in bathtub       14
     39                         shirtless man       14
    395        man with a chimney sweep brush       14
    395                   man inside a cannon       14
     19                     man with a laptop       14
    415                 man reading newspaper       14
    383               pedestrian with a stick       14
    229                            man in bed       14
    229                man standing at podium       14
    194                          crawling man       14
    747                       upside-down man       14
    317                     person lying down       14
    317                        person sitting       14
     62                           man at desk       14
    751                           man walking       14
    218                           man reading       14
    577                    man in a food cart       14
    598                     meditating person       14
    222                    man reading a book       14
    760                 man with a coffee cup       14
    330                           man on sofa       14
    243                        man in pajamas       14
    490             patient in an mri machine       14
    490   man possibly a technician or doctor       14
    185                             naked man       14
    193                       man in armchair       14
    691                       man with laptop       14
    516        man looking at air conditioner       14
    516                 man reading newspaper       14
    404                   reflection of a man       14
    239                        man in hot tub       14
    686              man on egg-shaped object       14
    686                       person on couch       14
    452                 man hanging from wall       14
    413                     man in bowler hat       14
    413                   man exchanging card       14
    487                            man at bar       14
     72                       man in a window       14
    583                   man with eyeglasses       14
    583                    man with briefcase       14
    583                  man looking at board       14
    350                   man in a deck chair       14
    370                           man on sofa       14
    274                         man in a coat       14
    219                          men in suits       14
    167                         man at podium       14
    167                  man with facial hair       14
    167                          man with hat       14

Cluster 15:Cartoon               Character  Cluster
    148                   devil       15
    522                     boy       15
    426                   child       15
    758          boy with a cap       15
    739                     boy       15
    742                   child       15
    596                   witch       15
    353                teenager       15
    187                   angel       15
    240                   child       15
    597                   child       15
    128                    girl       15
    489                   sorry       15
    558                   adult       15
    558                    baby       15
    558                     toy       15
     11                     boy       15
    688                  person       15
    688                  person       15
    729                   queen       15
    338                   child       15
    416                    baby       15
     20             small child       15
    251                   angel       15
     77                     boy       15
    725                    girl       15
     41                   witch       15
     16                   child       15
    158                   child       15
     94                   angel       15
     82                   sorry       15
    572                  person       15
    175                teenager       15
    620                   angel       15
    118                   angel       15
    118 angel in the background       15
    211                   alien       15
    600                   alien       15
    600                   alien       15
    483                   angel       15
    339                     boy       15
    339                    girl       15
    456                    baby       15
    480      child with balloon       15
    414                     boy       15
    639                  prince       15
    510                   child       15
    117                   sorry       15
    530                 pageboy       15
    249                  person       15
    434                 dorothy       15
    526                   angel       15
    623                   child       15
    662              bridesmaid       15
    662                   bride       15
    662                   groom       15
     78                    baby       15
    435   child with a lollipop       15
    435      baby in a stroller       15
    546                     boy       15
    116                   alien       15
    454                   angel       15
    454                  person       15
    141                   angel       15
    442                   angel       15
    442                   devil       15
     58  adult reading to child       15
    383           child in line       15
    639                  prince       15
    639                princess       15
    510                   child       15
    434              boy in hat       15
    434                    girl       15
    526                   angel       15
    623                   child       15
    662              bridesmaid       15
    662                   bride       15
    662                   groom       15
    726                    girl       15
    726           startled girl       15
     78                    baby       15
    435                   child       15
    546                     boy       15
    454                   angel       15
    141                   angel       15
    141                   devil       15
    442                   angel       15
    442                   devil       15
    383        children in line       15
     74                    hand       15
     62                   child       15
    585                   child       15
    585                   genie       15
    473                   alien       15
    449                   child       15
    633            boy watching       15
    721                   child       15
    613                     boy       15
    393                   witch       15
    669                    baby       15
    346                  angels       15
    203                   sorry       15
    491 two children in sandbox       15
    491       child with shovel       15
    757                  couple       15
    665                  person       15
    673                princess       15
    673                  prince       15
    258                   groom       15
    258                   bride       15
     91                   alien       15

Cluster 16:Cartoon                            Character  Cluster
    723       woman speaking into microphone       16
    723                      woman listening       16
    631                    woman with laptop       16
    631                woman with headphones       16
    631 woman with glasses working on laptop       16
    125                        woman in suit       16
    758                   woman with glasses       16
    758                woman with a ponytail       16
    758                woman with a stroller       16
    113                        cleaning lady       16
    685                          woman hiker       16
    607                    woman in mourning       16
    646                         female hiker       16
    647                  woman on water skis       16
     66                       woman knitting       16
    450                businesswoman walking       16
    542  woman with an oversized ruff collar       16
     50                 woman with briefcase       16
    630                       woman with hat       16
    482                woman holding a glass       16
    482           woman talking on the phone       16
    482                woman holding a drink       16
     20                      woman at a desk       16
     20                   woman with a drink       16
     20 woman with a drink in the background       16
     77                      billboard woman       16
     16                       woman with hat       16
    699               woman sitting in chair       16
    135                        woman in suit       16
    163                      woman with menu       16
    698                     woman with a bag       16
    724                         casual woman       16
    495                businesswoman sitting       16
    568                  woman in background       16
    417                      woman screaming       16
    401                       woman cheering       16
    707                  woman holding a cup       16
    357                         woman in bed       16
     38                       clapping woman       16
    361                woman holding a paper       16
    361                      woman gesturing       16
    623            woman holding kite string       16
    727                     woman presenting       16
    377                      woman in a robe       16
    663                           tiny woman       16
    726                        alarmed woman       16
     19                      woman with book       16
    507                office worker at desk       16
    383                        woman in line       16
    455                       woman on couch       16
     38                       clapping woman       16
    361      woman sitting with hand on chin       16
    361      woman with raised hand speaking       16
    232                 woman looking at man       16
    727                       woman in dress       16
    727                      woman gesturing       16
    377                    woman in bathrobe       16
    663                           tiny woman       16
    730                      woman scientist       16
     19                  woman with a tablet       16
    507                office worker at desk       16
    229                         woman in bed       16
    751                     woman with a dog       16
    218                     woman in bathtub       16
    449                        woman reading       16
    330                    woman in bathrobe       16
    633              woman standing on slide       16
    243                         woman in bed       16
    740                           saleswoman       16
    193                       woman standing       16
    691                  woman with knitting       16
    686                       woman on couch       16
    413                     woman with purse       16
     25                            two women       16
    595                            two women       16
    583                 woman with briefcase       16
    583                   woman exiting door       16
    350                       woman standing       16
    491                   woman with parasol       16
    720                        woman at desk       16
    370                        woman on sofa       16
    632                       standing woman       16

Cluster 17:Cartoon                 Character  Cluster
    406                  castaway       17
    241                  castaway       17
    597                  traveler       17
    606                     pilot       17
    606                  co-pilot       17
    368                 passenger       17
    535                 passenger       17
    325                  explorer       17
    260                    pirate       17
    197                     pilot       17
    178                  prisoner       17
    528                 presenter       17
    230                 passenger       17
    334                 passenger       17
    334         annoyed passenger       17
    334                  suitcase       17
    461          airline employee       17
    461                  traveler       17
    548                     pilot       17
    552                  castaway       17
    417 person at back of vehicle       17
    378                    pirate       17
    642                pedestrian       17
    382                     pilot       17
    382                 passenger       17
    697                    pirate       17
    697                  explorer       17
    506                  prisoner       17
    140                 conductor       17
    434                   pilgrim       17
    208                 passenger       17
    336                 presenter       17
    272                 passenger       17
    225                     pilot       17
    225                  co-pilot       17
    225          flight attendant       17
    198                     pilot       17
    198                  co-pilot       17
    198                figurehead       17
    571                    anchor       17
    208                 passenger       17
    336                 presenter       17
    272                 passenger       17
    272        backseat passenger       17
    225                     pilot       17
    225                  co-pilot       17
    360                pedestrian       17
    198                     pilot       17
    198                  co-pilot       17
    706                backpacker       17
    706                backpacker       17
    497           train conductor       17
    536            autonomous car       17
    737                 presenter       17
    351                 passenger       17
    351                 passenger       17
    469                   pilgrim       17
     68                passengers       17

