Cluster 0:
Cartoon                 Character  Cluster
    658                                                                                        gamer with headphones       12
    658                                                                                           person at computer       12
    658                                                                          person in office chair with headset       12
    658                                                                                frustrated person at computer       12
    199                                                                                               accused person       12
    199                                                                                          people in courtroom       12
    336                                                                                                    presenter       12
    336                                                                                      person in undergarments       12
    336                                                                                             audience members       12
    320                                                                        there are no characters in this image       12
    232                                                                                          person using laptop       12
    726                                                                                                startled girl       12
    272                                                                                           backseat passenger       12
    360                                                                                                   pedestrian       12
    209                                                                                              standing patron       12
    423                                                                                            person in bathtub       12
    116                                                                                             alien cartoonist       12
    116                                                                                                 alien editor       12
    383                                                                                             children in line       12
    383                                                                                          person in a costume       12
    679                                                                                                         king       12
    317                                                                                            person lying down       12
    317                                                                                               person sitting       12
     74                                                                                                         hand       12
    439                                                                                                 subway train       12
    710                                                                                                    spectator       12
    655 there are no characters in this image; it features a large globe with an emphasis on north and south america       12
    655                                                 and two empty podiums with microphones in front of the globe       12
    655               suggesting a setting for a debate or a speech. it is a hand-drawn black-and-white illustration       12
     62                                                                                               person jumping       12
    536                                                                                               autonomous car       12
    473                                                                                                        alien       12
    598                                                                                            meditating person       12
    465                                                                                            distressed people       12
    388                                                                                             accordion player       12
    737                                                                                                    presenter       12
    625                                                                                                   spectators       12
    275                                                                                                    defendant       12
    633                                                                                                girl on slide       12
    633                                                                                          person sliding down       12
     45                                                                                               floating heads       12
    490                                                                                    patient in an mri machine       12
    701                                                                                                     waitress       12
    652                                                                                               dessert island       12
    255                                                                                                   coat stand       12
    107                                                                                      student sitting at desk       12
    107                                                                               student standing at blackboard       12
    146                                                                                                 stick figure       12
    686                                                                                              person on couch       12
    147                                                                                              court attendees       12
    147                                                                                      courtroom sketch artist       12
    517                                                                                       adult audience members       12
    468                                                                        there are no characters in this image       12
    468                          only an illustration of a car with inanimate objects on it and snowflakes around it       12
    741                                                                                                 smiling face       12
    595                                                                                                    mannequin       12
    203                                                                                                        sorry       12
    203                                                                       i'm unable to provide this information       12
     64                                                                                   spectator with foam finger       12
     64                                                                                             athlete on bench       12
     64                                                                                                   spectators       12
    429                                                                                                 small figure       12
    491                                                                                                two prisoners       12
    491                                                                                              person on slide       12
    491                                                                                      two children in sandbox       12
    184                                                                                            customer entering       12
    665                                                                                                       person       12
    370                                                                                                    socialite       12
    409                                                                                             three spectators       12
     13                                                                                              football helmet       12
    331                                                                        there are no characters in this image       12
    448                                                                                                  empty chair       12
    464                                                                                             audience members       12
     91                                                                                                        alien       12
     68                                                                                                   bystanders       12
     68                                                                                             people in a cafe       12
     87                                                                                       person in a tree stump       12
    188                                                                                             audience members       12

Cluster 13:
Cartoon Character  Cluster
    758       cat       13
    447       dog       13
    447       cat       13
    386       dog       13
    191       cat       13
     66       cat       13
    714       cat       13
    128       dog       13
    391       dog       13
    470       dog       13
    535       dog       13
    427       dog       13
    108       dog       13
     46       dog       13
     46       dog       13
    142       dog       13
    586       dog       13
    640       cat       13
     41       cat       13
    476       cat       13
    677       cat       13
    342       cat       13
    600       dog       13
     21       dog       13
    102       dog       13
    552       dog       13
    750       dog       13
    438       cat       13
    269       dog       13
    269       dog       13
    547       dog       13
    588       cat       13
    674       dog       13
     43       dog       13
    272       dog       13
    435       cat       13
    403       cat       13
    511       dog       13
    442       dog       13
    269       dog       13
    269       dog       13
    510       dog       13
    547       dog       13
    674       dog       13
    272       dog       13
    177       dog       13
    403       cat       13
     19       dog       13
    511       dog       13
    442       dog       13
    356       dog       13
    473       dog       13
    561       dog       13
    127       dog       13
    432       dog       13
    371       cat       13
    185       dog       13
    214       dog       13
    428       dog       13
    347       cat       13
    150       cat       13
    385       dog       13
    223       dog       13
    223       cat       13

Cluster 14:
Cartoon           Character  Cluster
    689 knight on horseback       14
    148              knight       14
    365               horse       14
    575 knight on horseback       14
    575               horse       14
    692               horse       14
    718               horse       14
    626               horse       14
    115              knight       14
    206             centaur       14
    206               horse       14
    322               horse       14
    621              knight       14
    524              knight       14
    155              knight       14
    155               horse       14
    253               horse       14
    506              knight       14
    140               horse       14
    394             centaur       14
    463               horse       14
    635              knight       14
    320   medieval soldiers       14
    399 knight on horseback       14
    399 knight on horseback       14
    679              knight       14
    506              knight       14
    394             centaur       14
    463               horse       14
    635              knight       14
    399 knight on horseback       14
    679              knight       14
    500               horse       14
    668              knight       14
    700             centaur       14

Cluster 15:
Cartoon                Character  Cluster
    148            sumo wrestler       15
     10                    clown       15
    365                  mobster       15
    670                  cyclist       15
    559                   sailor       15
    559                    diver       15
    430                  matador       15
    471                fisherman       15
    471              fisherwoman       15
    406                 castaway       15
    390                 musician       15
    187                    thief       15
    241                 castaway       15
    240                   dancer       15
    240    musician with cymbals       15
    240     musician with violin       15
    186         religious leader       15
    493                skydivers       15
    597                 traveler       15
    606                astronaut       15
    368             motorcyclist       15
    554                    clown       15
    165                  soldier       15
    132                   viking       15
    221                 musician       15
    626                    rider       15
    519                   hunter       15
    149                astronaut       15
     11          baseball player       15
     11                   umpire       15
    325                 explorer       15
    260                   pirate       15
    197                astronaut       15
    178                 prisoner       15
    656                 musician       15
    343            roman soldier       15
    181            archaeologist       15
    494         football players       15
    725                   archer       15
    461                 traveler       15
    420      table tennis player       15
    175       futuristic soldier       15
    749                 magician       15
    362                    skier       15
    362                    skier       15
    335                   jockey       15
    270              parachutist       15
    636                   sailor       15
    636              grim reaper       15
    661    skater with arms wide       15
    661   skater looking forward       15
    661         skater in motion       15
    661        skater in a dress       15
    211                astronaut       15
    657                    skier       15
     76                   archer       15
     21                   hunter       15
    694                 musician       15
    694            snow shoveler       15
    552                 castaway       15
    339                superhero       15
    378                   pirate       15
    728                sunbather       15
    397          baseball player       15
    397          baseball umpire       15
    114                  swimmer       15
    114              water skier       15
    245                   surfer       15
    615                fisherman       15
    615                fisherman       15
    479                  catcher       15
    479          baseball batter       15
     63                   dancer       15
    711                  catcher       15
    711                   batter       15
    711                   umpire       15
    711                  pitcher       15
    316                  cyclist       15
    603                    hiker       15
    697                   pirate       15
    697                astronaut       15
    697                 explorer       15
    358                    mover       15
    506                 prisoner       15
    639                   prince       15
    140                conductor       15
    140  musician with a trumpet       15
    140 musician with a trombone       15
    140     musician with a tuba       15
    140     musician with a drum       15
    547          baseball player       15
    547                  catcher       15
    547                   umpire       15
     38                guitarist       15
    571                   sailor       15
    434                  pilgrim       15
    463                    rider       15
     43                    clown       15
    232             chess player       15
    675           deep sea diver       15
    675                astronaut       15
    527                astronaut       15
      5                   surfer       15
    638                 inventor       15
    415                superhero       15
    639                   prince       15
    510             photographer       15
    547          baseball player       15
     38            guitar player       15
    588                   artist       15
    463                    rider       15
     43                    clown       15
    675                    diver       15
    675                astronaut       15
    527                astronaut       15
    566              two sailors       15
      5                   surfer       15
    638                 inventor       15
    415                superhero       15
    710                 musician       15
    706               backpacker       15
    706               backpacker       15
    643                  pianist       15
    643                    boxer       15
    614                  pianist       15
     69                astronaut       15
    648                 magician       15
    127                fisherman       15
    598                    hiker       15
    625          baseball player       15
    625                   umpire       15
    408                superhero       15
    664                 magician       15
    351                 shepherd       15
    582                  cyclist       15
    486           viking warrior       15
    486           viking warrior       15
    469                  pilgrim       15
    412                    clown       15
    629      female rock climber       15
    453              bullfighter       15
    392        yoga practitioner       15
    541              grim reaper       15
    444                fisherman       15
    444                    rower       15
    501                   sailor       15
    690                astronaut       15
     25                astronaut       15
     64         athlete with bat       15
     64        referee or umpire       15
    491  swimmer on diving board       15
    491          person swimming       15
    235               contestant       15
    235                ballerina       15
    409                 magician       15
     44                  soldier       15
     44                astronaut       15
    274                ballerina       15
    761              grim reaper       15
    673                   prince       15
     52                    rower       15
    608                   singer       15
    608                 organist       15
    464     magician's assistant       15
    464                 magician       15
    126                    clown       15
    188                  pianist       15

Cluster 16:
Cartoon      Character  Cluster
    666        patient       16
    349       customer       16
    144        patient       16
    129        patient       16
     71        patient       16
    353        patient       16
    651        patient       16
    368      passenger       16
    535      passenger       16
    210        patient       16
    230      passenger       16
    334      passenger       16
    573        patient       16
    231        patient       16
    704       customer       16
    250        patient       16
    179        patient       16
    382      passenger       16
    414       customer       16
    414       customer       16
    455        patient       16
    571      customers       16
    208      passenger       16
    265       customer       16
    272      passenger       16
    419        patient       16
    177        patient       16
    208      passenger       16
    265       customer       16
    398        visitor       16
    272      passenger       16
    419        patient       16
    602 patient in bed       16
    189        patient       16
    367        patient       16
    326        patient       16
    701      customers       16
    351      passenger       16
    351      passenger       16
    255         client       16
    110        patient       16
    366       customer       16
     68     passengers       16

Cluster 17:
Cartoon             Character  Cluster
    522                   boy       17
    426                 child       17
    739                   boy       17
    742                 child       17
    353              teenager       17
    240                 child       17
    597                 child       17
    128                  girl       17
    558                 adult       17
    558                  baby       17
     11                   boy       17
    338                 child       17
    416                  baby       17
     20           small child       17
     77                   boy       17
    725                  girl       17
     16                 child       17
    158                 child       17
    175              teenager       17
    339                   boy       17
    339                  girl       17
    456                  baby       17
    480    child with balloon       17
    414                   boy       17
    510                 child       17
    623                 child       17
     78                  baby       17
    435 child with a lollipop       17
    546                   boy       17
    383         child in line       17
    510                 child       17
    434                  girl       17
    623                 child       17
    726                  girl       17
     78                  baby       17
    435                 child       17
    546                   boy       17
     62                 child       17
    585                 child       17
    449                 child       17
    633          boy watching       17
    721                 child       17
    613                   boy       17
    669                  baby       17
    491     child with shovel       17

Cluster 18:
Cartoon                    Character  Cluster
    514                       cowboy       18
    514                      cowgirl       18
    514                       cowboy       18
    596                       cowboy       18
    169               mexican cowboy       18
    314                       cowboy       18
    705          cowboy on horseback       18
    322                       cowboy       18
     99                       cowboy       18
    253              cowboy on horse       18
    253              cowboy standing       18
    480                       cowboy       18
    480    standing cowboy with vest       18
    480 cowboy with arm around woman       18
    480              cowboy on bench       18
    696                       cowboy       18
    696                       cowboy       18
    234                       cowboy       18
    469                       cowboy       18
    500                       cowboy       18
    500                 young cowboy       18

Cluster 19:
Cartoon                                                Character  Cluster
    631                                             sleeping man       19
    518                                           man in sandbox       19
    518                                       man with clipboard       19
    365                                              elderly man       19
     84                                               winged man       19
    563                                   man running on a wheel       19
    685                                                man hiker       19
    502                                  man's face on billboard       19
    607                                          man in mourning       19
    646                                               male hiker       19
    216                                               man in bed       19
     31                                        man wiping window       19
    647 man on water skis dressed as a revolutionary war soldier       19
     66                                    man reading newspaper       19
    743                               man with a lion reflection       19
    391                                          man in a window       19
    542                             gentleman with hands clasped       19
     50                                    man reading newspaper       19
    734                                          man in a shower       19
    630                                      man with sunglasses       19
    512                                              man sitting       19
    292                                             man grilling       19
    292                                             man drinking       19
    416                                          man with arrows       19
    482                         man with glasses holding a drink       19
    482                                            man listening       19
    482                                      man holding a drink       19
     20                                         man with a drink       19
     20                       man with a drink in the background       19
     98                                      man using telescope       19
     98                                     man standing by door       19
     16                                         man with glasses       19
     16                                             man in front       19
     16                                         man looking back       19
    508                                    man with arms crossed       19
    508                                  man holding a clipboard       19
    699                                  man lying on upper bunk       19
    699                                  man lying on lower bunk       19
    226                                             male patient       19
    565                      man with smoke coming from his head       19
    162                                             man with dog       19
    162                                           man with plant       19
     83                                              man sitting       19
    525                                              man walking       19
    525                                man pushing baby stroller       19
    525                                           man in tractor       19
    698                                man peering into a window       19
    266                             construction worker standing       19
    266                            construction worker crouching       19
    724                                               casual man       19
    641                                     man sitting on couch       19
    568                                        man in background       19
    591                                           man in bathtub       19
    591                                          man in armchair       19
    745                                         man with glasses       19
    745                                      man with binoculars       19
    529                                           levitating man       19
    381                                       man pushing a rock       19
    381                                              man guiding       19
    417                                           man in vehicle       19
    401                                              man reading       19
    401                                       three men cheering       19
    496                                          man with a hose       19
    212                                      man in rocket chair       19
    212                                              man on sofa       19
    480                                              man walking       19
    567                                     man holding a camera       19
    137                                              elderly man       19
    199                                         man with glasses       19
    199                           man in swim trunks and goggles       19
    361                                    man with crossed arms       19
    361                                           man presenting       19
    361                                             man watching       19
    731                                              elderly man       19
    623                                  man holding kite string       19
    232                                         man with headset       19
    727                                                first man       19
    727                                               second man       19
    663                                                 tiny man       19
    423                                           man in bathtub       19
    618                                           man in sweater       19
     39                               shirtless man with a drink       19
     19                                       man with newspaper       19
    415                                    man reading newspaper       19
    229                                              elderly man       19
    229                                          middle-aged man       19
    194                                             crawling man       19
    455                                   man with laser pointer       19
    681                                 man with life preservers       19
    402                                           man with spear       19
    567                                        man holding a jar       19
    137                                              elderly man       19
    571                                   man sitting at counter       19
    571                                  man standing at counter       19
    571                                two men in the background       19
    434                                           man with spear       19
    361                           man standing with arms crossed       19
    361                            man sitting with folded hands       19
    361                               man standing and gesturing       19
    731                                              elderly man       19
    623                                       man in casual wear       19
    232                                      man with headphones       19
    232                                    man reading newspaper       19
    232                                        man playing chess       19
    377                                          man in bathrobe       19
    663                                                 tiny man       19
    622                                             man grilling       19
    337                                              elderly man       19
    177                                         man with sweater       19
    198                                    man in a potted plant       19
     39                                            shirtless man       19
    395                           man with a chimney sweep brush       19
    395                                      man inside a cannon       19
     19                                        man with a laptop       19
    415                                    man reading newspaper       19
    229                                               man in bed       19
    194                                             crawling man       19
    747                                          upside-down man       19
     62                                              man at desk       19
    182                                              elderly man       19
    751                                              man walking       19
    218                                              man reading       19
    577                                       man in a food cart       19
    222                                       man reading a book       19
    760                                    man with a coffee cup       19
    330                                              man on sofa       19
    243                                           man in pajamas       19
    490                      man possibly a technician or doctor       19
    185                                                naked man       19
    193                                          man in armchair       19
    691                                          man with laptop       19
    516                           man looking at air conditioner       19
    516                                    man reading newspaper       19
    404                                      reflection of a man       19
    239                                           man in hot tub       19
    686                                 man on egg-shaped object       19
    452                                    man hanging from wall       19
    413                                      man exchanging card       19
    487                                               man at bar       19
     72                                          man in a window       19
    583                                      man with eyeglasses       19
    583                                     man looking at board       19
    350                                      man in a deck chair       19
    370                                              man on sofa       19
    761                                          middle-aged man       19
    167                                     man with facial hair       19

Cluster 20:
Cartoon                            Character  Cluster
    723       woman speaking into microphone       20
    723                      woman listening       20
    631                    woman with laptop       20
    631                woman with headphones       20
    631 woman with glasses working on laptop       20
    125                        woman in suit       20
    758                          elder woman       20
    758                   woman with glasses       20
    758                woman with a ponytail       20
    758                woman with a stroller       20
    685                          woman hiker       20
    607                    woman in mourning       20
    646                         female hiker       20
    647                  woman on water skis       20
     66                       woman knitting       20
    450                businesswoman walking       20
    542  woman with an oversized ruff collar       20
     50                 woman with briefcase       20
     11                        elderly woman       20
    630                       woman with hat       20
    482                woman holding a glass       20
    482           woman talking on the phone       20
    482                woman holding a drink       20
     20                      woman at a desk       20
     20                   woman with a drink       20
     20 woman with a drink in the background       20
     77                      billboard woman       20
    752     elderly woman with a hat and bag       20
     16                       woman with hat       20
    699               woman sitting in chair       20
    135                        woman in suit       20
    163                      woman with menu       20
    698                     woman with a bag       20
    724                         casual woman       20
    495                businesswoman sitting       20
    568                  woman in background       20
    417                      woman screaming       20
    401                       woman cheering       20
    707                  woman holding a cup       20
    357                         woman in bed       20
    195                          older woman       20
     38                       clapping woman       20
    361                woman holding a paper       20
    361                      woman gesturing       20
    623            woman holding kite string       20
    727                     woman presenting       20
    377                      woman in a robe       20
    663                           tiny woman       20
    726                        alarmed woman       20
     19                      woman with book       20
    383                        woman in line       20
    455                       woman on couch       20
     38                       clapping woman       20
    361      woman sitting with hand on chin       20
    361      woman with raised hand speaking       20
    232                 woman looking at man       20
    727                       woman in dress       20
    727                      woman gesturing       20
    377                    woman in bathrobe       20
    663                           tiny woman       20
    337                        elderly woman       20
    730                      woman scientist       20
     19                  woman with a tablet       20
    229                         woman in bed       20
    751                     woman with a dog       20
    614                          grandmother       20
    218                     woman in bathtub       20
    449                        woman reading       20
    330                    woman in bathrobe       20
    633              woman standing on slide       20
    243                         woman in bed       20
    193                       woman standing       20
    691                  woman with knitting       20
    686                       woman on couch       20
    413                     woman with purse       20
    413                          older woman       20
     25                            two women       20
    595                            two women       20
    583                 woman with briefcase       20
    583                   woman exiting door       20
    350                       woman standing       20
    491                   woman with parasol       20
    720                        woman at desk       20
    370                        woman on sofa       20
    632                       standing woman       20
    761                    middle-aged woman       20

Cluster 21:
Cartoon                                              Character  Cluster
    723                                 dog playing the guitar       21
    723                                 cat playing the violin       21
    723                               dog playing the keyboard       21
    723                                            cat singing       21
    723                                      fish in fish tank       21
    236                                  walrus in an armchair       21
    762                                               tortoise       21
    332                                            sea monster       21
    220                                                giraffe       21
    109                                  sea star (cartoonish)       21
    172                                           moai statues       21
    430                                                   bull       21
     92                                anthropomorphic dolphin       21
    471                                                 sharks       21
    164                                                  goats       21
    543                                               elephant       21
    451                                                    pig       21
    328                                    insect-like figures       21
    447                                               goldfish       21
    555                                    shark with a hammer       21
    555                                                  shark       21
    410                                                 beaver       21
    410                                                 beaver       21
    739                                 dog dressed as a human       21
    191                                                  sheep       21
    191                                                  sheep       21
    312                                                   lion       21
    579                                            crowned cat       21
    200                                                monster       21
    715                                  anthropomorphic globe       21
    646                                      mythical creature       21
    703                                              crocodile       21
    538                                              giant cat       21
    241                                                  shark       21
    611                                               gargoyle       21
    539                                                lemming       21
    539                                               lemmings       21
     31                                   anthropomorphic bull       21
     89                                             lion tamer       21
     89                                                   lion       21
     89                                                  camel       21
     70                                               two dogs       21
    190                                            bull statue       21
    190                                         ostrich statue       21
    485                                                    cow       21
    485                                  golf bag-wearing bull       21
    692                                                  sheep       21
    692                                                    cow       21
    104                                                   cows       21
    503                                            santa claus       21
    503                                               reindeer       21
    503                                               reindeer       21
    329                                      dinosaur skeleton       21
    145                                         giant creature       21
    684                                               dinosaur       21
    684                                dinosaur with a necktie       21
    684                                 dinosaur playing piano       21
    684                             dinosaur with a spiky back       21
    759                                     fish in a fishbowl       21
    759                                         school of fish       21
    427                                                 zombie       21
    348                                                statues       21
    671                                         woolly mammoth       21
    325                                           moai statues       21
    396                                            statue head       21
    441                                          fish skeleton       21
    441                                   various smaller fish       21
    695                                anthropomorphized toast       21
    380                                               giraffes       21
    744                                     dog wearing a cone       21
    590                                         humanoid birds       21
    590                                          humanoid bird       21
    139                                                   lion       21
    139                                                lioness       21
    355                       turkey wearing fishnet stockings       21
    355                                                 turkey       21
    617                                   devil with a trident       21
    752              anthropomorphic book with a face and legs       21
    752 anthropomorphic book with a face and legs walking away       21
    375                                            striped cat       21
    375                                              round cat       21
    271                                anthropomorphized cloud       21
    158                                   buried heads in sand       21
    508                                                  shark       21
    733                                                  sheep       21
    318                                          giant chicken       21
    123                                  anthropomorphized cow       21
    123                                anthropomorphized bison       21
      6                             anthropomorphic number six       21
    532                                                  whale       21
    421                           anthropomorphic rhinoceroses       21
     95                                                  tiger       21
    319                                       two-headed snake       21
     40                                                snowman       21
    724                                               dinosaur       21
    753                                                  whale       21
    641                                                  sheep       21
    712                                               dinosaur       21
    712                                                   toad       21
    712                                               skeleton       21
     76                                                snowman       21
    745                                                  snail       21
    315                                                  giant       21
    102                                           humanoid dog       21
    505                                              crocodile       21
    378                               rabbit in pirate costume       21
    750                                                  sheep       21
    750                                                  sheep       21
    341                                                  geese       21
    341                                               tortoise       21
    678                                                giraffe       21
    678                                                giraffe       21
    228                                                raccoon       21
    228                                               squirrel       21
    228                                              porcupine       21
    564                                                   owls       21
    394                                                  snail       21
     38                                            dancing dog       21
      4                                         giant monsters       21
    422                                                 turtle       21
     79                                              robot dog       21
    434                                               munchkin       21
    434                                          cowardly lion       21
    176                                                chicken       21
    418                                  anthropomorphic couch       21
    674                                                monster       21
    726                                              giant ant       21
    458                                                 sphinx       21
    618                                          antelope head       21
    618                                           unicorn head       21
    618                                        rhinoceros head       21
    161                                              alligator       21
    531                                giraffe sitting on sofa       21
    531                                       giraffe standing       21
    403                                               elephant       21
    546                                    dolphin-shaped tree       21
    546                                  dolphin-shaped island       21
     19                                        dog with tablet       21
    383                                                 statue       21
    394                                                  snail       21
     38                                            dancing dog       21
      4                                         giant monsters       21
    422                                                 turtle       21
    588                                                statues       21
    434                                                   lion       21
    418                                   anthropomorphic sofa       21
    674                                               werewolf       21
     14                                      animal-headed man       21
    233                              animals dressed as humans       21
    726                                           giant insect       21
    458                                                 sphinx       21
    618                                               antelope       21
    618                                                unicorn       21
    618                                             rhinoceros       21
    161                                              alligator       21
    531                             giraffe sitting on a couch       21
    531                                       giraffe standing       21
    403                                               elephant       21
    546                                   dolphin-shaped trees       21
    182                                       cat in a picture       21
    182                               two anthropomorphic cats       21
    244                                              alligator       21
    609                                               sandwich       21
    222                                                mermaid       21
    672              anthropomorphic animal in business attire       21
    234                                         horse skeleton       21
    756                                              chameleon       21
    351                                                  sheep       21
    717                                                giraffe       21
    594                                  anthropomorphic trees       21
    740                                                   bull       21
    691                                                snowmen       21
    412                                                mermaid       21
    445                                            monster car       21
    453                                                   bull       21
    392                                               dinosaur       21
    687                                 anthropomorphic figure       21
    405                                          giant chicken       21
    628                                   anthropomorphic fish       21
    106                                               creature       21
    487                                               werewolf       21
    311                                           hippopotamus       21
    604                                          cave elephant       21
    595                                                snowman       21
    215                                                  giant       21
    665                                                  shark       21
    262                                                unicorn       21
    327                                            sea monster       21
    624                                                vampire       21
    624                                               skeleton       21
    736                                               dinosaur       21
    736                            dinosaur with propeller hat       21
     52                                                  shark       21
    599                                               dinosaur       21
    560                                        dinosaur fossil       21
    130                                                snowman       21
      3                                        disgruntled cat       21
    167                                              alligator       21
    167                                   crocodile with stick       21

